Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
1088,Fall 2008,DARK18849,Dark Matter,DARK18849_2,In-Person,113
1088,Fall 2008,DARK18849,Dark Matter,DARK18849_3,In-Person,1
1092,Jan-09,DARK18849,Dark Matter,DARK18849_1,In-Person,61
1094,Spring 2009,DARK18849,Dark Matter,DARK18849_1,Independent Studies,16
1094,Spring 2009,DARK18849,Dark Matter,DARK18849_2,Online,1
1094,Spring 2009,DARK18849,Dark Matter,DARK18849_3,In-Person,1
1096,Summer 2009,DARK18849,Dark Matter,DARK18849_1,In-Person,21
1096,Summer 2009,DARK18849,Dark Matter,DARK18849_2,In-Person,3
1096,Summer 2009,DARK18849,Dark Matter,DARK18849_3,In-Person,61
1098,Fall 2009,DARK18849,Dark Matter,DARK18849_1,In-Person,87
1098,Fall 2009,DARK18849,Dark Matter,DARK18849_2,Blended (Online & In-Person),1
1098,Fall 2009,DARK18849,Dark Matter,DARK18849_3,Online,100
1102,Jan-10,DARK18849,Dark Matter,DARK18849_1,In-Person,85
1104,Spring 2010,DARK18849,Dark Matter,DARK18849_1,In-Person,47
1106,Summer 2010,DARK18849,Dark Matter,DARK18849_1,Online,112
1106,Summer 2010,DARK18849,Dark Matter,DARK18849_2,In-Person,161
1108,Fall 2010,DARK18849,Dark Matter,DARK18849_1,In-Person,72
1108,Fall 2010,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1112,Jan-11,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1112,Jan-11,DARK18849,Dark Matter,DARK18849_2,In-Person,96
1112,Jan-11,DARK18849,Dark Matter,DARK18849_3,In-Person,111
1114,Spring 2011,DARK18849,Dark Matter,DARK18849_1,Online Hybrid,80
1114,Spring 2011,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1116,Summer 2011,DARK18849,Dark Matter,DARK18849_1,In-Person,75
1116,Summer 2011,DARK18849,Dark Matter,DARK18849_2,In-Person,56
1118,Fall 2011,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1118,Fall 2011,DARK18849,Dark Matter,DARK18849_2,In-Person,27
1122,Jan-12,DARK18849,Dark Matter,DARK18849_1,In-Person,111
1122,Jan-12,DARK18849,Dark Matter,DARK18849_2,In-Person,65
1124,Spring 2012,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1124,Spring 2012,DARK18849,Dark Matter,DARK18849_2,In-Person,7
1126,Summer 2012,DARK18849,Dark Matter,DARK18849_1,Blended (Online & In-Person),8
1128,Fall 2012,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1132,Jan-13,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1132,Jan-13,DARK18849,Dark Matter,DARK18849_2,Online Hybrid,1
1134,Spring 2013,DARK18849,Dark Matter,DARK18849_1,Online,90
1134,Spring 2013,DARK18849,Dark Matter,DARK18849_2,In-Person,46
1134,Spring 2013,DARK18849,Dark Matter,DARK18849_3,Online Hybrid,10
1136,Summer 2013,DARK18849,Dark Matter,DARK18849_1,In-Person,31
1136,Summer 2013,DARK18849,Dark Matter,DARK18849_2,Online,65
1136,Summer 2013,DARK18849,Dark Matter,DARK18849_3,Online,77
1138,Fall 2013,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1142,Jan-14,DARK18849,Dark Matter,DARK18849_1,Independent Studies,126
1142,Jan-14,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1142,Jan-14,DARK18849,Dark Matter,DARK18849_3,Independent Studies,60
1144,Spring 2014,DARK18849,Dark Matter,DARK18849_1,In-Person,42
1146,Summer 2014,DARK18849,Dark Matter,DARK18849_1,In-Person,143
1146,Summer 2014,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1146,Summer 2014,DARK18849,Dark Matter,DARK18849_3,In-Person,73
1148,Fall 2014,DARK18849,Dark Matter,DARK18849_1,In-Person,124
1148,Fall 2014,DARK18849,Dark Matter,DARK18849_2,In-Person,23
1152,Jan-15,DARK18849,Dark Matter,DARK18849_1,Online Hybrid,133
1152,Jan-15,DARK18849,Dark Matter,DARK18849_2,Online,170
1152,Jan-15,DARK18849,Dark Matter,DARK18849_3,In-Person,1
1154,Spring 2015,DARK18849,Dark Matter,DARK18849_1,Online,83
1156,Summer 2015,DARK18849,Dark Matter,DARK18849_1,In-Person,184
1158,Fall 2015,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1162,Jan-16,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1164,Spring 2016,DARK18849,Dark Matter,DARK18849_1,Online,4
1166,Summer 2016,DARK18849,Dark Matter,DARK18849_1,In-Person,80
1168,Fall 2016,DARK18849,Dark Matter,DARK18849_1,Blended (Online & In-Person),42
1172,Jan-17,DARK18849,Dark Matter,DARK18849_1,Online,13
1172,Jan-17,DARK18849,Dark Matter,DARK18849_2,In-Person,196
1174,Spring 2017,DARK18849,Dark Matter,DARK18849_1,In-Person,81
1174,Spring 2017,DARK18849,Dark Matter,DARK18849_2,In-Person,39
1176,Summer 2017,DARK18849,Dark Matter,DARK18849_1,Blended (Online & In-Person),1
1176,Summer 2017,DARK18849,Dark Matter,DARK18849_2,Online Hybrid,1
1178,Fall 2017,DARK18849,Dark Matter,DARK18849_1,In-Person,51
1182,Jan-18,DARK18849,Dark Matter,DARK18849_1,Online,82
1182,Jan-18,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1184,Spring 2018,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1184,Spring 2018,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1186,Summer 2018,DARK18849,Dark Matter,DARK18849_1,In-Person,14
1186,Summer 2018,DARK18849,Dark Matter,DARK18849_2,In-Person,3
1186,Summer 2018,DARK18849,Dark Matter,DARK18849_3,Online,1
1188,Fall 2018,DARK18849,Dark Matter,DARK18849_1,Online,53
1188,Fall 2018,DARK18849,Dark Matter,DARK18849_2,Online Hybrid,1
1192,Jan-19,DARK18849,Dark Matter,DARK18849_1,Online,1
1194,Spring 2019,DARK18849,Dark Matter,DARK18849_1,In-Person,133
1194,Spring 2019,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1194,Spring 2019,DARK18849,Dark Matter,DARK18849_3,In-Person,98
1196,Summer 2019,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1198,Fall 2019,DARK18849,Dark Matter,DARK18849_1,In-Person,4
1202,Jan-20,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1202,Jan-20,DARK18849,Dark Matter,DARK18849_2,In-Person,68
1204,Spring 2020,DARK18849,Dark Matter,DARK18849_1,In-Person,7
1206,Summer 2020,DARK18849,Dark Matter,DARK18849_1,In-Person,1
1206,Summer 2020,DARK18849,Dark Matter,DARK18849_2,Online,1
1206,Summer 2020,DARK18849,Dark Matter,DARK18849_3,In-Person,2
1208,Fall 2020,DARK18849,Dark Matter,DARK18849_1,In-Person,74
1212,Jan-21,DARK18849,Dark Matter,DARK18849_1,Online,42
1214,Spring 2021,DARK18849,Dark Matter,DARK18849_1,In-Person,7
1216,Summer 2021,DARK18849,Dark Matter,DARK18849_1,Online Hybrid,66
1216,Summer 2021,DARK18849,Dark Matter,DARK18849_2,Online,1
1218,Fall 2021,DARK18849,Dark Matter,DARK18849_1,Online Hybrid,1
1218,Fall 2021,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1218,Fall 2021,DARK18849,Dark Matter,DARK18849_3,Blended (Online & In-Person),16
1222,Jan-22,DARK18849,Dark Matter,DARK18849_1,In-Person,134
1222,Jan-22,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1222,Jan-22,DARK18849,Dark Matter,DARK18849_3,In-Person,95
1224,Spring 2022,DARK18849,Dark Matter,DARK18849_1,In-Person,113
1224,Spring 2022,DARK18849,Dark Matter,DARK18849_2,In-Person,208
1226,Summer 2022,DARK18849,Dark Matter,DARK18849_1,Online,35
1226,Summer 2022,DARK18849,Dark Matter,DARK18849_2,Independent Studies,1
1228,Fall 2022,DARK18849,Dark Matter,DARK18849_1,Online,5
1232,Jan-23,DARK18849,Dark Matter,DARK18849_1,Online,1
1232,Jan-23,DARK18849,Dark Matter,DARK18849_2,In-Person,1
1232,Jan-23,DARK18849,Dark Matter,DARK18849_3,In-Person,1
1234,Spring 2023,DARK18849,Dark Matter,DARK18849_1,Online,1
904,Spring 1990,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,48
906,Summer 1990,COSM35159,Cosmic Radiation,COSM35159_1,Online,62
908,Fall 1990,COSM35159,Cosmic Radiation,COSM35159_1,Online,54
908,Fall 1990,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
914,Spring 1991,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,73
916,Summer 1991,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,65
916,Summer 1991,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
916,Summer 1991,COSM35159,Cosmic Radiation,COSM35159_3,Blended (Online & In-Person),74
918,Fall 1991,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
918,Fall 1991,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,21
918,Fall 1991,COSM35159,Cosmic Radiation,COSM35159_3,Online,1
924,Spring 1992,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,156
924,Spring 1992,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,82
924,Spring 1992,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,120
926,Summer 1992,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
926,Summer 1992,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),1
926,Summer 1992,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,17
928,Fall 1992,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
934,Spring 1993,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
934,Spring 1993,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,21
934,Spring 1993,COSM35159,Cosmic Radiation,COSM35159_3,Blended (Online & In-Person),60
936,Summer 1993,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,1
936,Summer 1993,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
936,Summer 1993,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,48
938,Fall 1993,COSM35159,Cosmic Radiation,COSM35159_1,Online Hybrid,11
938,Fall 1993,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
944,Spring 1994,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
944,Spring 1994,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
946,Summer 1994,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,21
946,Summer 1994,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),1
948,Fall 1994,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
948,Fall 1994,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
948,Fall 1994,COSM35159,Cosmic Radiation,COSM35159_3,Online Hybrid,1
954,Spring 1995,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,1
954,Spring 1995,COSM35159,Cosmic Radiation,COSM35159_2,Online,21
954,Spring 1995,COSM35159,Cosmic Radiation,COSM35159_3,Online,1
956,Summer 1995,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
958,Fall 1995,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),7
964,Spring 1996,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,60
964,Spring 1996,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
966,Summer 1996,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),1
968,Fall 1996,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,32
968,Fall 1996,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,91
974,Spring 1997,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
976,Summer 1997,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),26
976,Summer 1997,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
978,Fall 1997,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
978,Fall 1997,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),1
984,Spring 1998,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
984,Spring 1998,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
984,Spring 1998,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,26
986,Summer 1998,COSM35159,Cosmic Radiation,COSM35159_1,Online Hybrid,4
988,Fall 1998,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,44
988,Fall 1998,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,55
988,Fall 1998,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
994,Spring 1999,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,47
994,Spring 1999,COSM35159,Cosmic Radiation,COSM35159_2,Online Hybrid,83
994,Spring 1999,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,59
996,Summer 1999,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,115
996,Summer 1999,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
996,Summer 1999,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,113
998,Fall 1999,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
998,Fall 1999,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,54
998,Fall 1999,COSM35159,Cosmic Radiation,COSM35159_3,Online,1
1004,Spring 2000,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,75
1004,Spring 2000,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,28
1006,Summer 2000,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,47
1006,Summer 2000,COSM35159,Cosmic Radiation,COSM35159_2,Online,180
1006,Summer 2000,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1008,Fall 2000,COSM35159,Cosmic Radiation,COSM35159_1,Online,96
1008,Fall 2000,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,72
1008,Fall 2000,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,109
1014,Spring 2001,COSM35159,Cosmic Radiation,COSM35159_1,Online,1
1014,Spring 2001,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),143
1014,Spring 2001,COSM35159,Cosmic Radiation,COSM35159_3,Online Hybrid,36
1016,Summer 2001,COSM35159,Cosmic Radiation,COSM35159_1,Online,129
1016,Summer 2001,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
1016,Summer 2001,COSM35159,Cosmic Radiation,COSM35159_3,Online,26
1018,Fall 2001,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,75
1018,Fall 2001,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1018,Fall 2001,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1024,Spring 2002,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1024,Spring 2002,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),1
1026,Summer 2002,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1026,Summer 2002,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1026,Summer 2002,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1028,Fall 2002,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,46
1028,Fall 2002,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,11
1034,Spring 2003,COSM35159,Cosmic Radiation,COSM35159_1,Online,29
1036,Summer 2003,COSM35159,Cosmic Radiation,COSM35159_1,Online,1
1036,Summer 2003,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,138
1038,Fall 2003,COSM35159,Cosmic Radiation,COSM35159_1,Online,353
1038,Fall 2003,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,107
1038,Fall 2003,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,66
1044,Spring 2004,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,136
1044,Spring 2004,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,118
1044,Spring 2004,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,31
1046,Summer 2004,COSM35159,Cosmic Radiation,COSM35159_1,Online,117
1046,Summer 2004,COSM35159,Cosmic Radiation,COSM35159_2,Online Hybrid,85
1046,Summer 2004,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1048,Fall 2004,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,7
1048,Fall 2004,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1054,Spring 2005,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1054,Spring 2005,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,11
1054,Spring 2005,COSM35159,Cosmic Radiation,COSM35159_3,Blended (Online & In-Person),5
1056,Summer 2005,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,139
1058,Fall 2005,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1064,Spring 2006,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),18
1064,Spring 2006,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1064,Spring 2006,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1066,Summer 2006,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1066,Summer 2006,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1066,Summer 2006,COSM35159,Cosmic Radiation,COSM35159_3,Online,81
1068,Fall 2006,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1068,Fall 2006,COSM35159,Cosmic Radiation,COSM35159_2,Online Hybrid,1
1068,Fall 2006,COSM35159,Cosmic Radiation,COSM35159_3,Online,15
1074,Spring 2007,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,80
1074,Spring 2007,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,96
1074,Spring 2007,COSM35159,Cosmic Radiation,COSM35159_3,Online Hybrid,1
1076,Summer 2007,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1076,Summer 2007,COSM35159,Cosmic Radiation,COSM35159_2,Online,10
1076,Summer 2007,COSM35159,Cosmic Radiation,COSM35159_3,Independent Studies,102
1078,Fall 2007,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1082,Jan-08,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1082,Jan-08,COSM35159,Cosmic Radiation,COSM35159_2,Online Hybrid,64
1082,Jan-08,COSM35159,Cosmic Radiation,COSM35159_3,Online,1
1084,Spring 2008,COSM35159,Cosmic Radiation,COSM35159_1,Online,1
1084,Spring 2008,COSM35159,Cosmic Radiation,COSM35159_2,Independent Studies,73
1084,Spring 2008,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1086,Summer 2008,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),89
1086,Summer 2008,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,105
1088,Fall 2008,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,38
1088,Fall 2008,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
1092,Jan-09,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,137
1092,Jan-09,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,134
1094,Spring 2009,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1094,Spring 2009,COSM35159,Cosmic Radiation,COSM35159_2,Online,8
1096,Summer 2009,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,84
1096,Summer 2009,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1098,Fall 2009,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,55
1098,Fall 2009,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
1102,Jan-10,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1104,Spring 2010,COSM35159,Cosmic Radiation,COSM35159_1,Blended (Online & In-Person),1
1104,Spring 2010,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,110
1104,Spring 2010,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,88
1106,Summer 2010,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1106,Summer 2010,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1106,Summer 2010,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,1
1108,Fall 2010,COSM35159,Cosmic Radiation,COSM35159_1,Online,8
1108,Fall 2010,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,45
1108,Fall 2010,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,42
1112,Jan-11,COSM35159,Cosmic Radiation,COSM35159_1,Online Hybrid,66
1112,Jan-11,COSM35159,Cosmic Radiation,COSM35159_2,Online,66
1112,Jan-11,COSM35159,Cosmic Radiation,COSM35159_3,Independent Studies,60
1114,Spring 2011,COSM35159,Cosmic Radiation,COSM35159_1,Online,1
1116,Summer 2011,COSM35159,Cosmic Radiation,COSM35159_1,Online,1
1116,Summer 2011,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,94
1118,Fall 2011,COSM35159,Cosmic Radiation,COSM35159_1,Online,134
1118,Fall 2011,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1122,Jan-12,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1122,Jan-12,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,71
1124,Spring 2012,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1126,Summer 2012,COSM35159,Cosmic Radiation,COSM35159_1,Online Hybrid,1
1128,Fall 2012,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1128,Fall 2012,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1128,Fall 2012,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,17
1132,Jan-13,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,1
1132,Jan-13,COSM35159,Cosmic Radiation,COSM35159_2,Independent Studies,56
1134,Spring 2013,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,4
1134,Spring 2013,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,1
1136,Summer 2013,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,5
1136,Summer 2013,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,22
1136,Summer 2013,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,106
1138,Fall 2013,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1138,Fall 2013,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,19
1138,Fall 2013,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,178
1142,Jan-14,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,71
1142,Jan-14,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,134
1144,Spring 2014,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,52
1144,Spring 2014,COSM35159,Cosmic Radiation,COSM35159_2,Independent Studies,67
1146,Summer 2014,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,17
1146,Summer 2014,COSM35159,Cosmic Radiation,COSM35159_2,Independent Studies,126
1148,Fall 2014,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,150
1148,Fall 2014,COSM35159,Cosmic Radiation,COSM35159_2,Independent Studies,14
1152,Jan-15,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,26
1152,Jan-15,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
1154,Spring 2015,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,3
1154,Spring 2015,COSM35159,Cosmic Radiation,COSM35159_2,Blended (Online & In-Person),1
1154,Spring 2015,COSM35159,Cosmic Radiation,COSM35159_3,In-Person,35
1156,Summer 2015,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,27
1158,Fall 2015,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,1
1162,Jan-16,COSM35159,Cosmic Radiation,COSM35159_1,In-Person,106
1164,Spring 2016,COSM35159,Cosmic Radiation,COSM35159_1,Online,31
1164,Spring 2016,COSM35159,Cosmic Radiation,COSM35159_2,Online,1
1164,Spring 2016,COSM35159,Cosmic Radiation,COSM35159_3,Online,78
1166,Summer 2016,COSM35159,Cosmic Radiation,COSM35159_1,Independent Studies,92
1166,Summer 2016,COSM35159,Cosmic Radiation,COSM35159_2,In-Person,60
