Fake ID,Academic plan code,Academic plan,Degree,Career number,Admit term code,Admit term,Total transferred units,Start effective term code,Start effective term,Completion term code,End effective term code,Semesters,Degree awarded
91,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1184,Spring 2018,51,1184,Spring 2018,1228,1228,18,
92,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1134,Spring 2013,21,1134,Spring 2013,1164,1164,12,
92,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1148,Fall 2014,0,1148,Fall 2014,1154,1154,2,
92,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1124,Spring 2012,20,1124,Spring 2012,1128,1128,2,BS
93,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1184,Spring 2018,0,1184,Spring 2018,1238,1238,22,BS
94,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1014,Spring 2001,4,1014,Spring 2001,1038,1038,10,BA
95,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1196,Summer 2019,24,1196,Summer 2019,1226,1226,12,AA
95,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1178,Fall 2017,9,1178,Fall 2017,1234,1234,22,BA
95,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1084,Spring 2008,28,1084,Spring 2008,1136,1136,21,BS
96,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1124,Spring 2012,12,1124,Spring 2012,1132,1132,3,AAS
96,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1106,Summer 2010,0,1106,Summer 2010,1116,1116,4,BS
96,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1128,Fall 2012,13,1128,Fall 2012,1158,1158,12,
97,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1094,Spring 2009,54,1094,Spring 2009,1136,1136,17,BA
97,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1026,Summer 2002,0,1026,Summer 2002,1046,1046,8,AAS
98,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1164,Spring 2016,33,1164,Spring 2016,1192,1192,11,
98,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1228,Fall 2022,20,1228,Fall 2022,1264,1264,14,AA
99,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,996,Summer 1999,23,996,Summer 1999,998,998,1,
99,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,998,Fall 1999,3,998,Fall 1999,1012,1012,5,AAS
99,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1136,Summer 2013,56,1136,Summer 2013,1138,1138,1,
100,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1128,Fall 2012,25,1128,Fall 2012,1182,1182,21,
101,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1218,Fall 2021,73,1218,Fall 2021,1244,1244,10,BA
102,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1128,Fall 2012,15,1128,Fall 2012,1174,1174,18,
102,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1164,Spring 2016,32,1164,Spring 2016,1186,1186,9,BS
102,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1208,Fall 2020,16,1208,Fall 2020,1222,1222,5,AAS
103,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1158,Fall 2015,15,1158,Fall 2015,1182,1182,9,AAS
103,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1216,Summer 2021,0,1216,Summer 2021,1282,1282,26,
104,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1046,Summer 2004,10,1046,Summer 2004,1088,1088,17,BS
105,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1218,Fall 2021,51,1218,Fall 2021,1238,1238,8,AA
106,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,946,Summer 1994,9,946,Summer 1994,966,966,8,
106,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1194,Spring 2019,36,1194,Spring 2019,1244,1244,20,BS
106,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1106,Summer 2010,14,1106,Summer 2010,1142,1142,14,
107,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1158,Fall 2015,5,1158,Fall 2015,1208,1208,20,
108,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1198,Fall 2019,18,1198,Fall 2019,1252,1252,21,
109,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1108,Fall 2010,29,1108,Fall 2010,1116,1116,3,AAS
109,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1108,Fall 2010,21,1108,Fall 2010,1116,1116,3,AA
110,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1168,Fall 2016,66,1168,Fall 2016,1186,1186,7,
110,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1126,Summer 2012,23,1126,Summer 2012,1148,1148,9,BA
110,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1088,Fall 2008,1,1088,Fall 2008,1108,1108,8,AAS
111,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1188,Fall 2018,13,1188,Fall 2018,1236,1236,19,BA
111,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1128,Fall 2012,0,1128,Fall 2012,1144,1144,6,
112,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1084,Spring 2008,0,1084,Spring 2008,1122,1122,15,AAS
112,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1158,Fall 2015,1,1158,Fall 2015,1174,1174,6,AA
112,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1104,Spring 2010,39,1104,Spring 2010,1138,1138,14,AAS
113,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,918,Fall 1991,55,918,Fall 1991,928,928,4,
114,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1134,Spring 2013,71,1134,Spring 2013,1158,1158,10,
114,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1224,Spring 2022,34,1224,Spring 2022,1232,1232,3,
114,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1154,Spring 2015,48,1154,Spring 2015,1188,1188,14,
115,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1046,Summer 2004,4,1046,Summer 2004,1074,1074,11,BS
116,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1198,Fall 2019,5,1198,Fall 2019,1206,1206,3,
116,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1164,Spring 2016,22,1164,Spring 2016,1166,1166,1,
117,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1158,Fall 2015,40,1158,Fall 2015,1166,1166,3,
117,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1154,Spring 2015,44,1154,Spring 2015,1202,1202,19,BS
117,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1178,Fall 2017,43,1178,Fall 2017,1214,1214,14,
118,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1084,Spring 2008,13,1084,Spring 2008,1144,1144,24,BS
118,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1078,Fall 2007,41,1078,Fall 2007,1114,1114,14,
118,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1128,Fall 2012,21,1128,Fall 2012,1144,1144,6,
119,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1138,Fall 2013,21,1138,Fall 2013,1166,1166,11,
120,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1034,Spring 2003,50,1034,Spring 2003,1036,1036,1,AA
120,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1084,Spring 2008,16,1084,Spring 2008,1088,1088,2,
120,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1196,Summer 2019,47,1196,Summer 2019,1206,1206,4,
121,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,974,Spring 1997,63,974,Spring 1997,992,992,7,
121,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1124,Spring 2012,0,1124,Spring 2012,1144,1144,8,
121,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1128,Fall 2012,8,1128,Fall 2012,1164,1164,14,
122,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1066,Summer 2006,0,1066,Summer 2006,1086,1086,8,BS
123,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1028,Fall 2002,0,1028,Fall 2002,1044,1044,6,
124,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,964,Spring 1996,75,964,Spring 1996,994,994,12,BS
124,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1184,Spring 2018,0,1184,Spring 2018,1214,1214,12,AAS
124,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1138,Fall 2013,62,1138,Fall 2013,1166,1166,11,BA
125,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1118,Fall 2011,8,1118,Fall 2011,1162,1162,17,
125,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1208,Fall 2020,0,1208,Fall 2020,1262,1262,21,BA
126,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1208,Fall 2020,40,1208,Fall 2020,1244,1244,14,AAS
126,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1048,Fall 2004,0,1048,Fall 2004,1086,1086,15,AAS
126,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1134,Spring 2013,24,1134,Spring 2013,1146,1146,5,
127,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1134,Spring 2013,23,1134,Spring 2013,1142,1142,3,AAS
127,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,934,Spring 1993,34,934,Spring 1993,944,944,4,
128,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1168,Fall 2016,31,1168,Fall 2016,1224,1224,22,BA
128,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1024,Spring 2002,9,1024,Spring 2002,1062,1062,15,
128,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1174,Spring 2017,16,1174,Spring 2017,1206,1206,13,
129,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1114,Spring 2011,45,1114,Spring 2011,1122,1122,3,AA
130,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1004,Spring 2000,55,1004,Spring 2000,1042,1042,15,
131,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1024,Spring 2002,0,1024,Spring 2002,1082,1082,23,BA
132,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1138,Fall 2013,9,1138,Fall 2013,1142,1142,1,BA
132,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1054,Spring 2005,15,1054,Spring 2005,1064,1064,4,
132,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1134,Spring 2013,37,1134,Spring 2013,1166,1166,13,BA
133,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1168,Fall 2016,39,1168,Fall 2016,1176,1176,3,BA
133,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1138,Fall 2013,19,1138,Fall 2013,1172,1172,13,
133,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1068,Fall 2006,7,1068,Fall 2006,1112,1112,17,BS
134,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1158,Fall 2015,0,1158,Fall 2015,1194,1194,14,
134,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1188,Fall 2018,18,1188,Fall 2018,1206,1206,7,AAS
135,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1144,Spring 2014,0,1144,Spring 2014,1166,1166,9,AA
135,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1148,Fall 2014,32,1148,Fall 2014,1198,1198,20,
135,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1198,Fall 2019,18,1198,Fall 2019,1202,1202,1,BS
136,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1048,Fall 2004,52,1048,Fall 2004,1052,1052,1,
136,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1204,Spring 2020,11,1204,Spring 2020,1218,1218,6,
136,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,996,Summer 1999,37,996,Summer 1999,1034,1034,15,BA
137,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1214,Spring 2021,23,1214,Spring 2021,1276,1276,25,BA
137,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1214,Spring 2021,55,1214,Spring 2021,1224,1224,4,AAS
137,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),3,958,Fall 1995,75,958,Fall 1995,964,964,2,
138,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1158,Fall 2015,0,1158,Fall 2015,1176,1176,7,
139,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1144,Spring 2014,40,1144,Spring 2014,1154,1154,4,AAS
140,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1048,Fall 2004,10,1048,Fall 2004,1084,1084,14,
141,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1154,Spring 2015,0,1154,Spring 2015,1198,1198,18,
142,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1054,Spring 2005,74,1054,Spring 2005,1078,1078,10,
142,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1076,Summer 2007,38,1076,Summer 2007,1098,1098,9,
142,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1178,Fall 2017,67,1178,Fall 2017,1198,1198,8,AA
143,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1026,Summer 2002,65,1026,Summer 2002,1028,1028,1,
144,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1088,Fall 2008,32,1088,Fall 2008,1144,1144,22,BA
145,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1196,Summer 2019,47,1196,Summer 2019,1246,1246,20,
145,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1084,Spring 2008,17,1084,Spring 2008,1142,1142,23,
145,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1218,Fall 2021,2,1218,Fall 2021,1236,1236,7,BS
146,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,996,Summer 1999,17,996,Summer 1999,1024,1024,11,AA
146,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1118,Fall 2011,19,1118,Fall 2011,1124,1124,2,AAS
147,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1178,Fall 2017,0,1178,Fall 2017,1226,1226,19,BA
148,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1168,Fall 2016,0,1168,Fall 2016,1188,1188,8,
148,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,978,Fall 1997,24,978,Fall 1997,984,984,2,
148,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1066,Summer 2006,23,1066,Summer 2006,1122,1122,22,BA
149,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1056,Summer 2005,0,1056,Summer 2005,1086,1086,12,BA
149,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1144,Spring 2014,0,1144,Spring 2014,1192,1192,19,
150,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1154,Spring 2015,60,1154,Spring 2015,1156,1156,1,
151,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1004,Spring 2000,27,1004,Spring 2000,1064,1064,24,BA
152,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1176,Summer 2017,0,1176,Summer 2017,1226,1226,20,
152,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1094,Spring 2009,59,1094,Spring 2009,1116,1116,9,
153,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1234,Spring 2023,9,1234,Spring 2023,1246,1246,5,
154,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1018,Fall 2001,23,1018,Fall 2001,1028,1028,4,
155,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1134,Spring 2013,19,1134,Spring 2013,1162,1162,11,AA
155,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1134,Spring 2013,12,1134,Spring 2013,1198,1198,26,
156,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,978,Fall 1997,23,978,Fall 1997,1032,1032,21,BA
156,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1104,Spring 2010,8,1104,Spring 2010,1136,1136,13,
156,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1046,Summer 2004,14,1046,Summer 2004,1084,1084,15,AAS
157,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1106,Summer 2010,38,1106,Summer 2010,1144,1144,15,
157,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,828,Fall 1982,35,828,Fall 1982,838,838,4,AA
157,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1158,Fall 2015,14,1158,Fall 2015,1166,1166,3,BS
158,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1178,Fall 2017,69,1178,Fall 2017,1234,1234,22,BS
158,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1014,Spring 2001,21,1014,Spring 2001,1036,1036,9,
158,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1158,Fall 2015,59,1158,Fall 2015,1222,1222,25,
159,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1208,Fall 2020,65,1208,Fall 2020,1234,1234,10,AAS
159,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1128,Fall 2012,0,1128,Fall 2012,1144,1144,6,AAS
159,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1154,Spring 2015,39,1154,Spring 2015,1186,1186,13,
160,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1084,Spring 2008,32,1084,Spring 2008,1142,1142,23,BS
160,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1124,Spring 2012,0,1124,Spring 2012,1128,1128,2,BA
161,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1148,Fall 2014,48,1148,Fall 2014,1164,1164,6,
162,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1018,Fall 2001,26,1018,Fall 2001,1038,1038,8,
162,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1174,Spring 2017,13,1174,Spring 2017,1178,1178,2,AAS
163,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1164,Spring 2016,9,1164,Spring 2016,1188,1188,10,
163,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,908,Fall 1990,72,908,Fall 1990,938,938,12,BA
163,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1126,Summer 2012,13,1126,Summer 2012,1134,1134,3,AAS
164,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1196,Summer 2019,27,1196,Summer 2019,1232,1232,14,
165,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1108,Fall 2010,0,1108,Fall 2010,1112,1112,1,BA
165,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1156,Summer 2015,0,1156,Summer 2015,1158,1158,1,
165,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,926,Summer 1992,27,926,Summer 1992,966,966,16,
166,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1148,Fall 2014,12,1148,Fall 2014,1158,1158,4,AAS
166,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1204,Spring 2020,16,1204,Spring 2020,1268,1268,26,BS
167,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1058,Fall 2005,23,1058,Fall 2005,1072,1072,5,BA
167,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1148,Fall 2014,61,1148,Fall 2014,1154,1154,2,
168,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1208,Fall 2020,87,1208,Fall 2020,1244,1244,14,
168,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1026,Summer 2002,19,1026,Summer 2002,1058,1058,13,
169,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1214,Spring 2021,8,1214,Spring 2021,1222,1222,3,
169,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1066,Summer 2006,69,1066,Summer 2006,1072,1072,2,BA
170,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1218,Fall 2021,17,1218,Fall 2021,1256,1256,15,
171,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,994,Spring 1999,51,994,Spring 1999,1018,1018,10,
171,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1124,Spring 2012,21,1124,Spring 2012,1132,1132,3,AAS
172,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1124,Spring 2012,42,1124,Spring 2012,1144,1144,8,
